5.811040339702758573e+00,2.296232642241213540e-01,2.533269499654588475e-01,5.338635320565532361e-01,-4.462601506491350317e-02,8.210349869811749135e-02,3.853687380451581435e-01,-1.383068993976752092e-01,6.500395832596492229e-02,5.662160098081814308e-01,-4.733407614358001864e-02,-8.947078486609873205e-02,-7.511372814461649838e-01
5.811040339702758573e+00,2.388832448334651026e+00,2.068775579892713878e+00,2.643133568951280488e+00,-3.134903919093251501e-01,9.254263292010593833e-01,2.642193662288975453e+00,-8.226673568838608341e-01,-5.744048530801122432e-01,3.790428998595895660e+00,-2.731074472989548224e-02,8.858246930774277272e-01,-3.449184940802782151e+00
5.811040339702758573e+00,1.826763546076496425e+01,1.462604959646648872e+01,1.535144412397011671e+01,-1.546848267593267101e+00,3.480156646355506034e+00,1.686996721375002295e+01,-7.217818529587979981e+00,-8.284375696112524778e+00,2.169039811302278764e+01,1.822885896620872748e+00,1.068677640406548690e+01,-1.526332732027572270e+01
5.811040339702758573e+00,1.347156111869621213e+02,1.005470950360814442e+02,1.037118576172653377e+02,-1.223805802313172464e+01,-1.669957840963337103e+00,1.114494139865193034e+02,-6.530549265280639304e+01,-7.920347452203320415e+01,1.232872064952952229e+02,2.405459543693835656e+01,8.577618112954452556e+01,-7.066658503080901710e+01
5.811040339702758573e+00,9.987645701939759419e+02,6.935280326097050647e+02,7.507191520746529250e+02,-1.224254505165625915e+02,-1.700736827214751656e+02,7.631070066333675186e+02,-5.601389125424236681e+02,-6.806708568272945286e+02,7.204295801656029425e+02,2.380802442758439668e+02,6.374414870653187108e+02,-3.334491434506354608e+02
5.811040339702758573e+00,7.471696377315136488e+03,4.856689246203299263e+03,5.591954517833595673e+03,-1.181868237901044495e+03,-2.114197331373255111e+03,5.377200812225262780e+03,-4.606853052755085628e+03,-5.580469489951095966e+03,4.370833263652391906e+03,2.121769396833703922e+03,4.691698286228282086e+03,-1.554968262896461965e+03
5.811040339702758573e+00,5.628942492270180082e+04,3.464066522787058784e+04,4.218129979787328921e+04,-1.061919070426099825e+04,-2.032428828917051214e+04,3.874998755008254375e+04,-3.689952979924611282e+04,-4.458550356518850458e+04,2.759995800097784377e+04,1.789369094893422152e+04,3.474092792559717782e+04,-6.933767675303061878e+03
5.811040339702758573e+00,4.261532168072003406e+05,2.513733673191675916e+05,3.201150010548859136e+05,-9.035626053037418751e+04,-1.766978918519047438e+05,2.840674251038667280e+05,-2.907599302894617431e+05,-3.507559271502071642e+05,1.811809357923736679e+05,1.459223347954654600e+05,2.593630463324470620e+05,-2.789226221613714370e+04
5.811040339702758573e+00,3.237108762143350206e+06,1.850468528559472179e+06,2.437074222514359746e+06,-7.413406171442145715e+05,-1.460563722263345728e+06,2.108999778841097839e+06,-2.267715398255178705e+06,-2.732869225463002454e+06,1.231862732518327422e+06,1.164620732618079754e+06,1.949864191733028740e+06,-8.477220493570106919e+04
5.811040339702758573e+00,2.464525231573080271e+07,1.377420743568458594e+07,1.858688674192626029e+07,-5.939505129713114351e+06,-1.173298940405088104e+07,1.580165815563389473e+07,-1.757060406148638949e+07,-2.116108510265522823e+07,8.628875835447352380e+06,9.164545700987104326e+06,1.473612836390454322e+07,1.213875090692561389e+04
