5.700686139309437683e-01,1.753779886373802166e-01,1.238302452242478063e-01,4.187419834327748558e-01,-1.402044409778057110e-01,7.576199302151588599e-02,3.183589428922634079e-01,-9.403774466181388791e-02,9.021865619401207848e-02,5.242027102884029288e-01,-4.497886651113326001e-02,-1.054054387774526619e-01,-7.860562229156787817e-01
-1.044923264082295944e+01,1.851310938230531944e+00,1.503283778279179250e+00,2.220765282952040565e+00,-4.859347541297895923e-01,1.050120490999191691e+00,2.222753176510325002e+00,-4.804733258350733505e-01,-1.895646307304105493e-01,3.446059815515547964e+00,-3.715701223461154168e-02,5.560649707426170707e-01,-3.424441210494735266e+00
-3.370042642587457493e+01,1.426584694466447623e+01,1.165795184506506033e+01,1.265000125788860608e+01,-1.376578851743288201e+00,4.821427147161047699e+00,1.403264012727204957e+01,-4.620120863392621402e+00,-5.142955064928445452e+00,1.952820592653268506e+01,1.083644089780866349e+00,8.080929923684974980e+00,-1.472502013951499400e+01
-8.332395372840434788e+01,1.049760773697849885e+02,8.159350290168838171e+01,8.260124262163158448e+01,-7.479795781107418051e+00,9.998249572999032608e+00,9.118834722060390163e+01,-4.529651394087849781e+01,-5.498509699327797051e+01,1.094990951548627010e+02,1.556697374233213615e+01,6.697481001698471914e+01,-6.776247103335531108e+01
-1.931329384159261906e+02,7.746270016111575387e+02,5.605389977863304694e+02,5.856905628848096512e+02,-7.621026877084611328e+01,-7.313357721382341481e+01,6.147079273207974666e+02,-4.050791445378721392e+02,-4.935442321170841069e+02,6.289391414657631003e+02,1.630736057395725140e+02,4.997660902610801941e+02,-3.219100339448950763e+02
-4.634375189223566167e+02,5.770539318255092439e+03,3.886111281379317461e+03,4.319551002354845878e+03,-7.921055280462546762e+02,-1.328688816824097785e+03,4.274223300877465590e+03,-3.405812137645474650e+03,-4.133167807935078599e+03,3.742363572316622594e+03,1.510352359130068635e+03,3.664644140152294312e+03,-1.526167166950637011e+03
-1.316906180247231077e+03,4.333676792732674221e+04,2.742600806555365489e+04,3.243177937549233684e+04,-7.478963132000043515e+03,-1.407299950140136389e+04,3.047433061894408820e+04,-2.762191561379958875e+04,-3.341331235380477301e+04,2.316057339516358479e+04,1.305940476620169829e+04,2.699643293886005631e+04,-7.021789920653351146e+03
-5.197801036210003076e+03,3.273672837347426685e+05,1.972005059428811073e+05,2.455563680065395311e+05,-6.557954360072403506e+04,-1.275809032341100683e+05,2.215846061680653074e+05,-2.192906882390525134e+05,-2.647246382169754943e+05,1.491272233614254801e+05,1.082201064328712819e+05,2.006336560409936355e+05,-3.015177498472985462e+04
-2.880203123634900476e+04,2.482949562301991042e+06,1.441166233558119508e+06,1.867118458445096854e+06,-5.480737245309872087e+05,-1.078019988314220915e+06,1.635252615214823745e+06,-1.718348025852364954e+06,-2.071722792787670391e+06,9.965381849923559930e+05,8.727019436615590239e+05,1.503090888969716150e+06,-1.102352237636575883e+05
-1.938351649320148572e+05,1.888409974979087710e+07,1.066920629322677851e+07,1.422969737200162746e+07,-4.442269071558635682e+06,-8.771173133296100423e+06,1.219946100304553099e+07,-1.335429567820706777e+07,-1.608767701040990651e+07,6.879883924505644478e+06,6.913890971518460661e+06,1.133094572580033727e+07,-2.249008403865817236e+05
-1.409246538408134831e+06,1.438919301416974664e+08,7.975693333699727058e+07,1.085936548166839629e+08,-3.530312498823239654e+07,-6.979989698661944270e+07,9.171911118757954240e+07,-1.032334612760179788e+08,-1.242996009984873533e+08,4.879336528908270597e+07,5.413945704968654364e+07,8.580433415266203880e+07,1.463763019534539664e+06
-1.053285525061565265e+07,1.097809001106763363e+09,6.004317443604240417e+08,8.294157559674339294e+08,-2.769833623078352809e+08,-5.478944369377279282e+08,6.933292497399058342e+08,-7.952544760361607075e+08,-9.572162149979300499e+08,3.534458777137964368e+08,4.206785393716508150e+08,6.518315490541837215e+08,2.762065926968197525e+07
-7.957020903524920344e+07,8.382812717937347412e+09,4.542816016213206291e+09,6.338236122396313667e+09,-2.154940718245780945e+09,-4.263242006503393173e+09,5.260852416706604958e+09,-6.112083874132072449e+09,-7.355249578133545876e+09,2.601403669038334846e+09,3.252018327188387394e+09,4.962728109697318077e+09,2.960810325701128840e+08
-6.040746987306125164e+08,6.404791344412737274e+10,3.449030248690299988e+10,4.845215688248376465e+10,-1.667223100048295212e+10,-3.298455910450870895e+10,4.002197996714009857e+10,-4.690336690165543365e+10,-5.643498495360056305e+10,1.937093961644697571e+10,2.505314691194860458e+10,3.784113677750698090e+10,2.702959065203011990e+09
-4.598307804084630966e+09,4.895430660423581543e+11,2.624889278896510010e+11,3.704724545828132935e+11,-1.285102780163915405e+11,-2.542444762654100037e+11,3.050078783064313354e+11,-3.595596120076011353e+11,-4.325862268968780518e+11,1.454469883880456543e+11,1.925618645893702698e+11,2.888401578362437744e+11,2.294048147743371964e+10
-3.506073841662263489e+10,3.742762762375411133e+12,2.000963161631074951e+12,2.833114383242833496e+12,-9.881027535955153809e+11,-1.954829440581992920e+12,2.327277753184874023e+12,-2.754462430376191895e+12,-3.313675941569419434e+12,1.098485046560684937e+12,1.477765006843865479e+12,2.206261320319450684e+12,1.871885411496847839e+11
